331150700	20140109	201401	2014	2014.0247											GOV	KING						GOV			1	193	193	19	4	-10.0	6	1	6	1.14942528735632	0							4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	20150109	http://www.interaksyon.com/article/102685/cop-linked-to-hoteliers-murder-slapped-6-month-preventive-suspension
331150701	20140109	201401	2014	2014.0247											IRQ	IRAQ	IRQ								0	042	042	04	1	1.9	6	1	6	2.15362526920316	0							4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	36.1926	44.0106	-3106433	20150109	http://www.middleeasteye.net/news/kurds-increase-oil-production-despite-islamic-state-threats-1018017464
331150702	20140109	201401	2014	2014.0247											JPN	JAPAN	JPN								1	042	042	04	1	1.9	4	1	4	4.23940149625935	0							1	Japan	JA	JA	36	138	JA	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	13.75	100.517	-3250083	20150109	http://www.ttrweekly.com/site/2015/01/more-asians-booking-japan-trips/
331150704	20140109	201401	2014	2014.0247											KWT	KUWAIT	KWT								1	031	031	03	1	5.2	10	1	10	4.66321243523316	0							1	Kuwait	KU	KU	29.3375	47.6581	KU	1	Kuwait	KU	KU	29.3375	47.6581	KU	20150109	http://www.arabtimesonline.com/RSS/tabid/69/smid/414/ArticleID/212330/Default.aspx
331150705	20140109	201401	2014	2014.0247											LEG	DELEGATE						LEG			0	043	043	04	1	2.8	1	1	1	3.35721596724667	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	3	Santa Clara Convention Center, California, United States	US	USCA	37.4041	-121.977	1828567	20150109	http://devops.sys-con.com/node/3240324
331150709	20140109	201401	2014	2014.0247											PHL	PHILIPPINE	PHL								1	193	193	19	4	-10.0	2	1	2	1.14942528735632	0							4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	20150109	http://www.interaksyon.com/article/102685/cop-linked-to-hoteliers-murder-slapped-6-month-preventive-suspension
331150710	20140109	201401	2014	2014.0247											PHLGOV	PHILIPPINE	PHL					GOV			1	193	193	19	4	-10.0	2	1	2	1.14942528735632	0							4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	4	Davao City, Davao City, Philippines	RP	RPC3	7.07306	125.613	-2424066	20150109	http://www.interaksyon.com/article/102685/cop-linked-to-hoteliers-murder-slapped-6-month-preventive-suspension
331150712	20140109	201401	2014	2014.0247											USA	UNITED STATES	USA								0	120	120	12	3	-4.0	6	1	6	1.75438596491228	0							3	Windsor Locks, Connecticut, United States	US	USCT	41.9293	-72.6273	212188	3	Windsor Locks, Connecticut, United States	US	USCT	41.9293	-72.6273	212188	20150109	http://www.bostonglobe.com/metro/2015/01/09/connecticut-court-rules-against-teen-who-didn-want-chemotherapy/inIFkhrs0JUUFMPRea7RHO/story.html
331150713	20140109	201401	2014	2014.0247											USA	UNITED STATES	USA								0	130	130	13	3	-4.4	2	1	2	1.75438596491228	0							3	Windsor Locks, Connecticut, United States	US	USCT	41.9293	-72.6273	212188	3	Windsor Locks, Connecticut, United States	US	USCT	41.9293	-72.6273	212188	20150109	http://www.bostonglobe.com/metro/2015/01/09/connecticut-court-rules-against-teen-who-didn-want-chemotherapy/inIFkhrs0JUUFMPRea7RHO/story.html
331150715	20140109	201401	2014	2014.0247	AFR	AFRICA	AFR								BUS	COMPANY						BUS			1	080	080	08	2	5.0	2	1	2	4.59770114942529	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	-33.918	25.5701	-1273448	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	-33.918	25.5701	-1273448	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	-33.918	25.5701	-1273448	20150109	http://citizen.co.za/303946/bonnard-enjoy-polytrack/
